"","subj_idx","gender","year","rt","correct_response","correct","key_press","word","shape","condition"
"1192",2,0,"2002",572,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1193",2,0,"2002",742,"arrowright","true","arrowright","","生人","classify_stranger"
"1194",2,0,"2002",545,"arrowleft","true","arrowleft","","生人","classify_stranger"
"1195",2,0,"2002",1072,"arrowright","true","arrowright","","朋友","classify_stranger"
"1196",2,0,"2002",647,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1197",2,0,"2002",1118,"arrowleft","false","arrowright","","生人","classify_stranger"
"1198",2,0,"2002",642,"arrowright","true","arrowright","","自我","classify_stranger"
"1199",2,0,"2002",696,"arrowright","true","arrowright","","生人","classify_stranger"
"1200",2,0,"2002",475,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1201",2,0,"2002",593,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1202",2,0,"2002",629,"arrowright","true","arrowright","","朋友","classify_stranger"
"1203",2,0,"2002",553,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1204",2,0,"2002",621,"arrowright","true","arrowright","","自我","classify_stranger"
"1205",2,0,"2002",626,"arrowleft","false","arrowright","","生人","classify_stranger"
"1206",2,0,"2002",544,"arrowright","true","arrowright","","生人","classify_stranger"
"1207",2,0,"2002",608,"arrowleft","true","arrowleft","","生人","classify_stranger"
"1208",2,0,"2002",657,"arrowright","true","arrowright","","自我","classify_stranger"
"1209",2,0,"2002",518,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1210",2,0,"2002",622,"arrowleft","false","arrowright","","朋友","classify_stranger"
"1211",2,0,"2002",625,"arrowright","true","arrowright","","生人","classify_stranger"
"1212",2,0,"2002",697,"arrowright","true","arrowright","","朋友","classify_stranger"
"1213",2,0,"2002",716,"arrowright","true","arrowright","","自我","classify_stranger"
"1214",2,0,"2002",543,"arrowleft","true","arrowleft","","生人","classify_stranger"
"1215",2,0,"2002",603,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1216",2,0,"2002",501,"arrowright","true","arrowright","","生人","classify_stranger"
"1217",2,0,"2002",524,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1218",2,0,"2002",664,"arrowright","true","arrowright","","朋友","classify_stranger"
"1219",2,0,"2002",635,"arrowright","true","arrowright","","自我","classify_stranger"
"1220",2,0,"2002",521,"arrowright","true","arrowright","","生人","classify_stranger"
"1221",2,0,"2002",534,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1222",2,0,"2002",640,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1223",2,0,"2002",609,"arrowright","true","arrowright","","朋友","classify_stranger"
"1224",2,0,"2002",583,"arrowleft","true","arrowleft","","生人","classify_stranger"
"1225",2,0,"2002",610,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1226",2,0,"2002",498,"arrowright","true","arrowright","","生人","classify_stranger"
"1227",2,0,"2002",560,"arrowright","false","arrowleft","","自我","classify_stranger"
"1228",2,0,"2002",689,"arrowright","true","arrowright","","朋友","classify_stranger"
"1229",2,0,"2002",528,"arrowleft","true","arrowleft","","生人","classify_stranger"
"1230",2,0,"2002",583,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1231",2,0,"2002",689,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1232",2,0,"2002",587,"arrowleft","true","arrowleft","","生人","classify_stranger"
"1233",2,0,"2002",492,"arrowright","false","arrowleft","","自我","classify_stranger"
"1234",2,0,"2002",583,"arrowright","false","arrowleft","","朋友","classify_stranger"
"1235",2,0,"2002",629,"arrowright","true","arrowright","","生人","classify_stranger"
"1236",2,0,"2002",538,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1237",2,0,"2002",515,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1238",2,0,"2002",588,"arrowright","true","arrowright","","朋友","classify_stranger"
"1239",2,0,"2002",694,"arrowright","false","arrowleft","","自我","classify_stranger"
"1240",2,0,"2002",773,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1241",2,0,"2002",648,"arrowleft","true","arrowleft","","生人","classify_stranger"
"1242",2,0,"2002",589,"arrowright","true","arrowright","","生人","classify_stranger"
"1243",2,0,"2002",538,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1244",2,0,"2002",670,"arrowright","true","arrowright","","自我","classify_stranger"
"1245",2,0,"2002",596,"arrowright","true","arrowright","","生人","classify_stranger"
"1246",2,0,"2002",555,"arrowleft","true","arrowleft","","生人","classify_stranger"
"1247",2,0,"2002",614,"arrowright","true","arrowright","","朋友","classify_stranger"
"1248",2,0,"2002",676,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1249",2,0,"2002",652,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1250",2,0,"2002",669,"arrowright","true","arrowright","","朋友","classify_stranger"
"1251",2,0,"2002",697,"arrowright","true","arrowright","","生人","classify_stranger"
"1252",2,0,"2002",584,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1253",2,0,"2002",858,"arrowright","true","arrowright","","自我","classify_stranger"
"1254",2,0,"2002",644,"arrowleft","true","arrowleft","","生人","classify_stranger"
"1255",2,0,"2002",576,"arrowleft","true","arrowleft","","自我","classify_stranger"
"1256",2,0,"2002",698,"arrowleft","true","arrowleft","","朋友","classify_stranger"
"1257",2,0,"2002",734,"arrowleft","true","arrowleft","","生人","classify_stranger"
"1258",2,0,"2002",773,"arrowright","false","arrowleft","","自我","classify_stranger"
"1259",2,0,"2002",705,"arrowright","true","arrowright","","朋友","classify_stranger"
"1260",2,0,"2002",647,"arrowright","true","arrowright","","生人","classify_stranger"
"1261",3,0,"2000",696,"arrowright","true","arrowright","生人","生人","matching_task"
"1262",3,0,"2000",545,"arrowright","true","arrowright","自我","自我","matching_task"
"1263",3,0,"2000",716,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1264",3,0,"2000",704,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1265",3,0,"2000",573,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1266",3,0,"2000",1135,"arrowleft","false","arrowright","朋友","自我","matching_task"
"1267",3,0,"2000",683,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1268",3,0,"2000",607,"arrowright","true","arrowright","生人","生人","matching_task"
"1269",3,0,"2000",803,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1270",3,0,"2000",573,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1271",3,0,"2000",547,"arrowright","true","arrowright","自我","自我","matching_task"
"1272",3,0,"2000",602,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1273",3,0,"2000",602,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1274",3,0,"2000",560,"arrowleft","false","arrowright","生人","朋友","matching_task"
"1275",3,0,"2000",676,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1276",3,0,"2000",611,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1277",3,0,"2000",633,"arrowright","true","arrowright","自我","自我","matching_task"
"1278",3,0,"2000",575,"arrowright","true","arrowright","生人","生人","matching_task"
"1279",3,0,"2000",684,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1280",3,0,"2000",636,"arrowright","true","arrowright","生人","生人","matching_task"
"1281",3,0,"2000",729,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1282",3,0,"2000",776,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1283",3,0,"2000",706,"arrowright","true","arrowright","自我","自我","matching_task"
"1284",3,0,"2000",669,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1285",3,0,"2000",713,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1286",3,0,"2000",581,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1287",3,0,"2000",552,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1288",3,0,"2000",597,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1289",3,0,"2000",858,"arrowright","true","arrowright","生人","生人","matching_task"
"1290",3,0,"2000",562,"arrowright","true","arrowright","自我","自我","matching_task"
"1291",3,0,"2000",611,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1292",3,0,"2000",551,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1293",3,0,"2000",537,"arrowright","true","arrowright","自我","自我","matching_task"
"1294",3,0,"2000",445,"arrowright","true","arrowright","生人","生人","matching_task"
"1295",3,0,"2000",825,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1296",3,0,"2000",956,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1297",3,0,"2000",592,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1298",3,0,"2000",668,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1299",3,0,"2000",677,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1300",3,0,"2000",560,"arrowright","true","arrowright","生人","生人","matching_task"
"1301",3,0,"2000",967,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1302",3,0,"2000",685,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1303",3,0,"2000",762,"arrowright","true","arrowright","自我","自我","matching_task"
"1304",3,0,"2000",771,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1305",3,0,"2000",709,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1306",3,0,"2000",659,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1307",3,0,"2000",603,"arrowright","true","arrowright","自我","自我","matching_task"
"1308",3,0,"2000",577,"arrowright","true","arrowright","生人","生人","matching_task"
"1309",3,0,"2000",774,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1310",3,0,"2000",604,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1311",3,0,"2000",520,"arrowleft","false","arrowright","自我","朋友","matching_task"
"1312",3,0,"2000",606,"arrowright","true","arrowright","生人","生人","matching_task"
"1313",3,0,"2000",695,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1314",3,0,"2000",809,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1315",3,0,"2000",821,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1316",3,0,"2000",773,"arrowright","true","arrowright","自我","自我","matching_task"
"1317",3,0,"2000",745,"arrowright","false","arrowleft","自我","自我","matching_task"
"1318",3,0,"2000",591,"arrowright","true","arrowright","生人","生人","matching_task"
"1319",3,0,"2000",577,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1320",3,0,"2000",563,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1321",3,0,"2000",579,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1322",3,0,"2000",601,"arrowright","true","arrowright","生人","生人","matching_task"
"1323",3,0,"2000",746,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1324",3,0,"2000",594,"arrowright","true","arrowright","生人","生人","matching_task"
"1325",3,0,"2000",566,"arrowright","true","arrowright","自我","自我","matching_task"
"1326",3,0,"2000",668,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1327",3,0,"2000",717,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1328",3,0,"2000",679,"arrowright","true","arrowright","自我","自我","matching_task"
"1329",3,0,"2000",964,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1330",3,0,"2000",753,"arrowleft","false","arrowright","朋友","自我","matching_task"
"1331",3,0,"2000",682,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1332",3,0,"2000",595,"arrowleft","false","arrowright","自我","朋友","matching_task"
"1333",3,0,"2000",787,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1334",3,0,"2000",659,"arrowright","true","arrowright","生人","生人","matching_task"
"1335",3,0,"2000",585,"arrowleft","false","arrowright","生人","自我","matching_task"
"1336",3,0,"2000",527,"arrowright","true","arrowright","自我","自我","matching_task"
"1337",3,0,"2000",573,"arrowright","true","arrowright","自我","自我","matching_task"
"1338",3,0,"2000",710,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1339",3,0,"2000",574,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1340",3,0,"2000",741,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1341",3,0,"2000",610,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1342",3,0,"2000",512,"arrowright","true","arrowright","生人","生人","matching_task"
"1343",3,0,"2000",771,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1344",3,0,"2000",569,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1345",3,0,"2000",598,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1346",3,0,"2000",753,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1347",3,0,"2000",593,"arrowright","true","arrowright","生人","生人","matching_task"
"1348",3,0,"2000",807,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1349",3,0,"2000",1190,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1350",3,0,"2000",793,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1351",3,0,"2000",832,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1352",3,0,"2000",768,"arrowright","true","arrowright","生人","生人","matching_task"
"1353",3,0,"2000",630,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1354",3,0,"2000",700,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1355",3,0,"2000",642,"arrowright","true","arrowright","自我","自我","matching_task"
"1356",3,0,"2000",725,"arrowright","true","arrowright","自我","自我","matching_task"
"1357",3,0,"2000",624,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1358",3,0,"2000",937,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1359",3,0,"2000",594,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1360",3,0,"2000",669,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1361",3,0,"2000",593,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1362",3,0,"2000",885,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1363",3,0,"2000",874,"arrowright","true","arrowright","自我","自我","matching_task"
"1364",3,0,"2000",724,"arrowright","true","arrowright","自我","自我","matching_task"
"1365",3,0,"2000",577,"arrowright","true","arrowright","生人","生人","matching_task"
"1366",3,0,"2000",969,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1367",3,0,"2000",665,"arrowright","true","arrowright","生人","生人","matching_task"
"1368",3,0,"2000",711,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1369",3,0,"2000",727,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1370",3,0,"2000",644,"arrowright","true","arrowright","生人","生人","matching_task"
"1371",3,0,"2000",524,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1372",3,0,"2000",661,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1373",3,0,"2000",729,"arrowright","true","arrowright","生人","生人","matching_task"
"1374",3,0,"2000",821,"arrowright","true","arrowright","自我","自我","matching_task"
"1375",3,0,"2000",525,"arrowleft","false","arrowright","自我","生人","matching_task"
"1376",3,0,"2000",677,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1377",3,0,"2000",601,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1378",3,0,"2000",783,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1379",3,0,"2000",596,"arrowright","true","arrowright","自我","自我","matching_task"
"1380",3,0,"2000",722,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1381",3,0,"2000",523,"arrowright","true","arrowright","生人","生人","matching_task"
"1382",3,0,"2000",501,"arrowright","true","arrowright","自我","自我","matching_task"
"1383",3,0,"2000",579,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1384",3,0,"2000",562,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1385",3,0,"2000",730,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1386",3,0,"2000",705,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1387",3,0,"2000",705,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1388",3,0,"2000",629,"arrowright","true","arrowright","自我","自我","matching_task"
"1389",3,0,"2000",498,"arrowright","true","arrowright","生人","生人","matching_task"
"1390",3,0,"2000",604,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1391",3,0,"2000",680,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1392",3,0,"2000",677,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1393",3,0,"2000",597,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1394",3,0,"2000",687,"arrowright","true","arrowright","生人","生人","matching_task"
"1395",3,0,"2000",671,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1396",3,0,"2000",617,"arrowleft","false","arrowright","朋友","自我","matching_task"
"1397",3,0,"2000",679,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1398",3,0,"2000",573,"arrowright","true","arrowright","生人","生人","matching_task"
"1399",3,0,"2000",728,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1400",3,0,"2000",585,"arrowright","true","arrowright","自我","自我","matching_task"
"1401",3,0,"2000",627,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1402",3,0,"2000",630,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1403",3,0,"2000",659,"arrowleft","false","arrowright","生人","自我","matching_task"
"1404",3,0,"2000",639,"arrowright","true","arrowright","自我","自我","matching_task"
"1405",3,0,"2000",683,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1406",3,0,"2000",540,"arrowright","true","arrowright","自我","自我","matching_task"
"1407",3,0,"2000",647,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1408",3,0,"2000",599,"arrowright","true","arrowright","自我","自我","matching_task"
"1409",3,0,"2000",774,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1410",3,0,"2000",717,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1411",3,0,"2000",608,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1412",3,0,"2000",780,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1413",3,0,"2000",550,"arrowright","true","arrowright","生人","生人","matching_task"
"1414",3,0,"2000",728,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1415",3,0,"2000",696,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1416",3,0,"2000",630,"arrowright","true","arrowright","生人","生人","matching_task"
"1417",3,0,"2000",643,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1418",3,0,"2000",628,"arrowright","true","arrowright","自我","自我","matching_task"
"1419",3,0,"2000",698,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1420",3,0,"2000",643,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1421",3,0,"2000",572,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1422",3,0,"2000",511,"arrowright","true","arrowright","生人","生人","matching_task"
"1423",3,0,"2000",973,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1424",3,0,"2000",585,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1425",3,0,"2000",649,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1426",3,0,"2000",607,"arrowright","true","arrowright","自我","自我","matching_task"
"1427",3,0,"2000",673,"arrowright","true","arrowright","生人","生人","matching_task"
"1428",3,0,"2000",557,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1429",3,0,"2000",618,"arrowright","false","arrowleft","自我","自我","matching_task"
"1430",3,0,"2000",737,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1431",3,0,"2000",NA,"arrowleft","false","null","自我","朋友","matching_task"
"1432",3,0,"2000",919,"arrowright","true","arrowright","自我","自我","matching_task"
"1433",3,0,"2000",905,"arrowright","true","arrowright","生人","生人","matching_task"
"1434",3,0,"2000",552,"arrowleft","false","arrowright","朋友","自我","matching_task"
"1435",3,0,"2000",583,"arrowright","true","arrowright","生人","生人","matching_task"
"1436",3,0,"2000",864,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1437",3,0,"2000",722,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1438",3,0,"2000",737,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1439",3,0,"2000",575,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1440",3,0,"2000",814,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1441",3,0,"2000",941,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1442",3,0,"2000",726,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1443",3,0,"2000",661,"arrowright","true","arrowright","生人","生人","matching_task"
"1444",3,0,"2000",689,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1445",3,0,"2000",670,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1446",3,0,"2000",658,"arrowright","true","arrowright","生人","生人","matching_task"
"1447",3,0,"2000",635,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1448",3,0,"2000",505,"arrowright","true","arrowright","自我","自我","matching_task"
"1449",3,0,"2000",602,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1450",3,0,"2000",694,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1451",3,0,"2000",810,"arrowright","true","arrowright","自我","自我","matching_task"
"1452",3,0,"2000",573,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1453",3,0,"2000",552,"arrowright","true","arrowright","自我","自我","matching_task"
"1454",3,0,"2000",777,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1455",3,0,"2000",588,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1456",3,0,"2000",609,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1457",3,0,"2000",712,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1458",3,0,"2000",624,"arrowleft","false","arrowright","朋友","自我","matching_task"
"1459",3,0,"2000",662,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1460",3,0,"2000",706,"arrowright","true","arrowright","生人","生人","matching_task"
"1461",3,0,"2000",795,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1462",3,0,"2000",668,"arrowright","true","arrowright","生人","生人","matching_task"
"1463",3,0,"2000",782,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1464",3,0,"2000",799,"arrowright","false","arrowleft","自我","自我","matching_task"
"1465",3,0,"2000",816,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1466",3,0,"2000",1022,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1467",3,0,"2000",724,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1468",3,0,"2000",632,"arrowright","true","arrowright","自我","自我","matching_task"
"1469",3,0,"2000",655,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1470",3,0,"2000",523,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1471",3,0,"2000",659,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1472",3,0,"2000",655,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1473",3,0,"2000",611,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1474",3,0,"2000",718,"arrowright","true","arrowright","生人","生人","matching_task"
"1475",3,0,"2000",588,"arrowright","true","arrowright","生人","生人","matching_task"
"1476",3,0,"2000",614,"arrowright","true","arrowright","自我","自我","matching_task"
"1477",3,0,"2000",605,"arrowright","true","arrowright","自我","自我","matching_task"
"1478",3,0,"2000",657,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1479",3,0,"2000",750,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1480",3,0,"2000",582,"arrowright","true","arrowright","生人","生人","matching_task"
"1481",3,0,"2000",699,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1482",3,0,"2000",624,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1483",3,0,"2000",675,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1484",3,0,"2000",668,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1485",3,0,"2000",671,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1486",3,0,"2000",658,"arrowright","true","arrowright","自我","自我","matching_task"
"1487",3,0,"2000",687,"arrowright","true","arrowright","生人","生人","matching_task"
"1488",3,0,"2000",609,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1489",3,0,"2000",630,"arrowright","true","arrowright","生人","生人","matching_task"
"1490",3,0,"2000",724,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1491",3,0,"2000",835,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1492",3,0,"2000",568,"arrowright","true","arrowright","生人","生人","matching_task"
"1493",3,0,"2000",635,"arrowright","true","arrowright","自我","自我","matching_task"
"1494",3,0,"2000",500,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1495",3,0,"2000",593,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1496",3,0,"2000",726,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1497",3,0,"2000",602,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1498",3,0,"2000",639,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1499",3,0,"2000",571,"arrowleft","false","arrowright","生人","朋友","matching_task"
"1500",3,0,"2000",582,"arrowright","true","arrowright","自我","自我","matching_task"
"1501",3,0,"2000",581,"arrowright","false","arrowleft","朋友","朋友","matching_task"
"1502",3,0,"2000",622,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1503",3,0,"2000",676,"arrowright","true","arrowright","自我","自我","matching_task"
"1504",3,0,"2000",634,"arrowright","true","arrowright","生人","生人","matching_task"
"1505",3,0,"2000",608,"arrowright","true","arrowright","自我","自我","matching_task"
"1506",3,0,"2000",739,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1507",3,0,"2000",749,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1508",3,0,"2000",908,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1509",3,0,"2000",736,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1510",3,0,"2000",588,"arrowright","true","arrowright","生人","生人","matching_task"
"1511",3,0,"2000",732,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1512",3,0,"2000",686,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1513",3,0,"2000",615,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1514",3,0,"2000",780,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1515",3,0,"2000",677,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1516",3,0,"2000",762,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1517",3,0,"2000",739,"arrowright","true","arrowright","自我","自我","matching_task"
"1518",3,0,"2000",686,"arrowleft","true","arrowleft","朋友","生人","matching_task"
"1519",3,0,"2000",542,"arrowright","true","arrowright","生人","生人","matching_task"
"1520",3,0,"2000",614,"arrowright","true","arrowright","自我","自我","matching_task"
"1521",3,0,"2000",608,"arrowright","true","arrowright","生人","生人","matching_task"
"1522",3,0,"2000",575,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1523",3,0,"2000",709,"arrowleft","true","arrowleft","生人","朋友","matching_task"
"1524",3,0,"2000",676,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1525",3,0,"2000",628,"arrowright","true","arrowright","自我","自我","matching_task"
"1526",3,0,"2000",768,"arrowleft","true","arrowleft","自我","朋友","matching_task"
"1527",3,0,"2000",666,"arrowright","true","arrowright","生人","生人","matching_task"
"1528",3,0,"2000",604,"arrowleft","true","arrowleft","生人","自我","matching_task"
"1529",3,0,"2000",532,"arrowright","false","arrowleft","生人","生人","matching_task"
"1530",3,0,"2000",669,"arrowleft","true","arrowleft","自我","生人","matching_task"
"1531",3,0,"2000",597,"arrowright","true","arrowright","自我","自我","matching_task"
"1532",3,0,"2000",636,"arrowright","true","arrowright","朋友","朋友","matching_task"
"1533",3,0,"2000",746,"arrowleft","true","arrowleft","朋友","自我","matching_task"
"1534",3,0,"2000",713,"arrowleft","true","arrowleft","生人","朋友","matching_task"
