"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","condition","shape","association","screen_id","LeftLable","RightLable"
"true","false","[]","[]","[]","preload","0","24214","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","49077","0.0-1.0","24862","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","52009","0.0-2.0","2931","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","52010","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","168716","0.0-3.0-1.0","116699","","{""Q0"":""29""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","170076","0.0-3.0-2.0","1356","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","194507","0.0-3.0-3.0","24430","","{""Q0"":""2002""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","200403","0.0-3.0-4.0","5895","","{""Q0"":""6""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","410784","0.0-4.0","210380","","","","85.6","53.98","411.6840037897756","4.813871155425418","594.64","8.233680075795512","50","0.9181799548204546","29.64","14.8","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","423625","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","479363","0.0-6.0","55736","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":20164},{""page_index"":1,""viewing_time"":7845},{""page_index"":2,""viewing_time"":18471},{""page_index"":3,""viewing_time"":5153},{""page_index"":4,""viewing_time"":4103}]","","","","","","","","","","","","","","",""
"","","","","","psychophysics","11","481872","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","16.622147651006788","768","428","j","false","../../test_img/26.png","自我","prac_matching_task","自我","[""<img src=\""../../test_img/22.png\"" width=150 style=\""vertical-align:middle\"">---朋友"",""<img src=\""../../test_img/15.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/26.png\"" width=150 style=\""vertical-align:middle\"">---自我""]","","",""
"","","","","","html-keyboard-response","12","482179","0.0-7.0-0.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","",""
"","","","","","psychophysics","13","484112","0.0-7.0-0.0-0.1","927","","f","","","","","","","","","","","","","key","f","16.62029565217368","768","428","f","true","../../test_img/26.png","生人","prac_matching_task","自我","[""<img src=\""../../test_img/22.png\"" width=150 style=\""vertical-align:middle\"">---朋友"",""<img src=\""../../test_img/15.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/26.png\"" width=150 style=\""vertical-align:middle\"">---自我""]","","",""
