"subj_idx","gender","year","material","condition","朋友","生人","自我"
17,1,"2001",2,"classify_friend",0.9333333333333333,0.9444444444444444,0.9444444444444444
18,1,"2002",2,"classify_friend",0.9444444444444444,0.9666666666666667,0.9333333333333333
19,1,"2000",2,"classify_friend",1,0.9444444444444444,0.9555555555555556
20,1,"2001",2,"classify_friend",0.9888888888888889,0.9666666666666667,0.9666666666666667
