"subj_idx","gender","year","material","condition","朋友","生人","自我"
13,1,"2001",2,"classify_self",0.8888888888888888,0.9777777777777777,0.9666666666666667
14,1,"1999",2,"classify_self",0.9,0.9333333333333333,0.9666666666666667
15,0,"2001",2,"classify_self",0.9111111111111111,0.9444444444444444,0.9222222222222223
16,1,"2001",2,"classify_self",0.9111111111111111,0.9222222222222223,0.9777777777777777
