"subj_idx","gender","year","material","condition","朋友","生人","自我"
21,1,"1997",2,"classify_stranger",0.9888888888888889,1,0.9777777777777777
22,0,"2005",2,"classify_stranger",1,0.9888888888888889,1
23,0,"2001",2,"classify_stranger",1,0.9444444444444444,0.9222222222222223
24,1,"2001",2,"classify_stranger",0.9666666666666667,0.9333333333333333,0.9666666666666667
